Date,Medicine Name,Quantity Sold,Category,Price per Unit,Stock Remaining,Supplier,Season,Location,Reorder Threshold
2014-12-05,Paracetamol,48,Analgesic,12.49,-48,Supplier D,Winter,Aisle 3,Yes
2014-12-05,Ibuprofen,195,NSAID,7.7,-195,Supplier D,Winter,Aisle 2,Yes
2014-12-05,Aspirin,132,NSAID,34.88,-132,Supplier A,Winter,Aisle 10,Yes
2014-12-05,Amoxicillin,39,Antibiotic,46.77,-39,Supplier C,Winter,Aisle 10,Yes
2014-12-05,Cetirizine,196,Antihistamine,25.99,-196,Supplier B,Winter,Aisle 3,Yes
2014-12-05,Loratadine,149,Antihistamine,25.26,-149,Supplier D,Winter,Aisle 1,Yes
2014-12-05,Omeprazole,155,Antacid,44.32,-155,Supplier B,Winter,Aisle 10,Yes
2014-12-05,Metformin,36,Antidiabetic,32.5,-36,Supplier C,Winter,Aisle 6,Yes
2014-12-05,Simvastatin,160,Lipid-lowering,36.04,-160,Supplier C,Winter,Aisle 8,Yes
2014-12-05,Diazepam,51,Benzodiazepine,49.99,-51,Supplier C,Winter,Aisle 10,Yes
2014-12-05,Ciprofloxacin,158,Antibiotic,26.46,-158,Supplier A,Winter,Aisle 1,Yes
2014-12-05,Levothyroxine,46,Thyroid Hormone,5.02,-46,Supplier A,Winter,Aisle 4,Yes
2014-12-12,Paracetamol,47,Analgesic,37.2,-47,Supplier B,Winter,Aisle 9,Yes
2014-12-12,Ibuprofen,69,NSAID,11.02,-69,Supplier B,Winter,Aisle 10,Yes
2014-12-12,Aspirin,66,NSAID,16.51,-66,Supplier C,Winter,Aisle 9,Yes
2014-12-12,Amoxicillin,33,Antibiotic,38.49,-33,Supplier D,Winter,Aisle 8,Yes
2014-12-12,Cetirizine,187,Antihistamine,34.41,-187,Supplier A,Winter,Aisle 3,Yes
2014-12-12,Loratadine,175,Antihistamine,31.87,-175,Supplier B,Winter,Aisle 1,Yes
2014-12-12,Omeprazole,102,Antacid,6.48,-102,Supplier B,Winter,Aisle 10,Yes
2014-12-12,Metformin,150,Antidiabetic,15.19,-150,Supplier A,Winter,Aisle 9,Yes
2014-12-12,Simvastatin,177,Lipid-lowering,6.11,-177,Supplier B,Winter,Aisle 6,Yes
2014-12-12,Diazepam,135,Benzodiazepine,28.6,-135,Supplier D,Winter,Aisle 9,Yes
2014-12-12,Ciprofloxacin,98,Antibiotic,31.63,-98,Supplier C,Winter,Aisle 8,Yes
2014-12-12,Levothyroxine,149,Thyroid Hormone,26.01,-149,Supplier A,Winter,Aisle 9,Yes
2014-12-19,Paracetamol,27,Analgesic,28.16,-27,Supplier D,Winter,Aisle 2,Yes
2014-12-19,Ibuprofen,60,NSAID,15.8,-60,Supplier B,Winter,Aisle 5,Yes
2014-12-19,Aspirin,178,NSAID,21.15,-178,Supplier D,Winter,Aisle 2,Yes
2014-12-19,Amoxicillin,103,Antibiotic,47.69,-103,Supplier C,Winter,Aisle 4,Yes
2014-12-19,Cetirizine,132,Antihistamine,25.59,-132,Supplier D,Winter,Aisle 2,Yes
2014-12-19,Loratadine,82,Antihistamine,44.77,-82,Supplier C,Winter,Aisle 8,Yes
2014-12-19,Omeprazole,84,Antacid,23.6,-84,Supplier D,Winter,Aisle 5,Yes
2014-12-19,Metformin,75,Antidiabetic,34.4,-75,Supplier D,Winter,Aisle 5,Yes
2014-12-19,Simvastatin,59,Lipid-lowering,29.26,-59,Supplier C,Winter,Aisle 5,Yes
2014-12-19,Diazepam,59,Benzodiazepine,17.05,-59,Supplier A,Winter,Aisle 2,Yes
2014-12-19,Ciprofloxacin,86,Antibiotic,40.68,-86,Supplier B,Winter,Aisle 9,Yes
2014-12-19,Levothyroxine,161,Thyroid Hormone,40.04,-161,Supplier A,Winter,Aisle 2,Yes
2014-12-26,Paracetamol,107,Analgesic,23.47,-107,Supplier C,Winter,Aisle 10,Yes
2014-12-26,Ibuprofen,71,NSAID,11.79,-71,Supplier A,Winter,Aisle 4,Yes
2014-12-26,Aspirin,27,NSAID,18.47,-27,Supplier A,Winter,Aisle 8,Yes
2014-12-26,Amoxicillin,166,Antibiotic,14.02,-166,Supplier A,Winter,Aisle 2,Yes
2014-12-26,Cetirizine,136,Antihistamine,11.1,-136,Supplier B,Winter,Aisle 9,Yes
2014-12-26,Loratadine,41,Antihistamine,37.14,-41,Supplier B,Winter,Aisle 5,Yes
2014-12-26,Omeprazole,148,Antacid,5.69,-148,Supplier C,Winter,Aisle 4,Yes
2014-12-26,Metformin,168,Antidiabetic,36.29,-168,Supplier B,Winter,Aisle 4,Yes
2014-12-26,Simvastatin,149,Lipid-lowering,18.16,-149,Supplier B,Winter,Aisle 3,Yes
2014-12-26,Diazepam,81,Benzodiazepine,8.93,-81,Supplier C,Winter,Aisle 4,Yes
2014-12-26,Ciprofloxacin,173,Antibiotic,39.56,-173,Supplier A,Winter,Aisle 3,Yes
2014-12-26,Levothyroxine,26,Thyroid Hormone,7.62,-26,Supplier C,Winter,Aisle 3,Yes
2015-01-02,Paracetamol,74,Analgesic,32.3,-74,Supplier D,Winter,Aisle 6,Yes
2015-01-02,Ibuprofen,71,NSAID,45.37,-71,Supplier B,Winter,Aisle 3,Yes
2015-01-02,Aspirin,31,NSAID,22.78,-31,Supplier B,Winter,Aisle 6,Yes
2015-01-02,Amoxicillin,189,Antibiotic,37.88,-189,Supplier D,Winter,Aisle 8,Yes
2015-01-02,Cetirizine,23,Antihistamine,27.05,-23,Supplier C,Winter,Aisle 3,Yes
2015-01-02,Loratadine,53,Antihistamine,8.45,-53,Supplier D,Winter,Aisle 1,Yes
2015-01-02,Omeprazole,187,Antacid,38.01,-187,Supplier B,Winter,Aisle 5,Yes
2015-01-02,Metformin,45,Antidiabetic,46.51,-45,Supplier B,Winter,Aisle 2,Yes
2015-01-02,Simvastatin,188,Lipid-lowering,14.8,-188,Supplier B,Winter,Aisle 5,Yes
2015-01-02,Diazepam,131,Benzodiazepine,34.99,-131,Supplier C,Winter,Aisle 4,Yes
2015-01-02,Ciprofloxacin,55,Antibiotic,44.49,-55,Supplier B,Winter,Aisle 5,Yes
2015-01-02,Levothyroxine,161,Thyroid Hormone,32.99,-161,Supplier A,Winter,Aisle 7,Yes
2015-01-09,Paracetamol,133,Analgesic,42.35,-133,Supplier B,Winter,Aisle 9,Yes
2015-01-09,Ibuprofen,22,NSAID,32.94,-22,Supplier D,Winter,Aisle 10,Yes
2015-01-09,Aspirin,28,NSAID,20.39,-28,Supplier C,Winter,Aisle 8,Yes
2015-01-09,Amoxicillin,64,Antibiotic,46.66,-64,Supplier A,Winter,Aisle 2,Yes
2015-01-09,Cetirizine,93,Antihistamine,27.03,-93,Supplier B,Winter,Aisle 7,Yes
2015-01-09,Loratadine,135,Antihistamine,44.25,-135,Supplier B,Winter,Aisle 3,Yes
2015-01-09,Omeprazole,183,Antacid,31.79,-183,Supplier D,Winter,Aisle 6,Yes
2015-01-09,Metformin,159,Antidiabetic,32.33,-159,Supplier D,Winter,Aisle 8,Yes
2015-01-09,Simvastatin,106,Lipid-lowering,27.65,-106,Supplier D,Winter,Aisle 6,Yes
2015-01-09,Diazepam,104,Benzodiazepine,32.22,-104,Supplier C,Winter,Aisle 6,Yes
2015-01-09,Ciprofloxacin,133,Antibiotic,43.12,-133,Supplier D,Winter,Aisle 5,Yes
2015-01-09,Levothyroxine,148,Thyroid Hormone,6.73,-148,Supplier C,Winter,Aisle 4,Yes
2015-01-16,Paracetamol,200,Analgesic,10.13,-200,Supplier B,Winter,Aisle 1,Yes
2015-01-16,Ibuprofen,116,NSAID,8.35,-116,Supplier D,Winter,Aisle 7,Yes
2015-01-16,Aspirin,91,NSAID,48.63,-91,Supplier B,Winter,Aisle 9,Yes
2015-01-16,Amoxicillin,119,Antibiotic,24.33,-119,Supplier D,Winter,Aisle 7,Yes
2015-01-16,Cetirizine,187,Antihistamine,6.97,-187,Supplier A,Winter,Aisle 9,Yes
2015-01-16,Loratadine,24,Antihistamine,8.28,-24,Supplier A,Winter,Aisle 4,Yes
2015-01-16,Omeprazole,138,Antacid,38.12,-138,Supplier D,Winter,Aisle 3,Yes
2015-01-16,Metformin,171,Antidiabetic,44.06,-171,Supplier D,Winter,Aisle 3,Yes
2015-01-16,Simvastatin,137,Lipid-lowering,17.19,-137,Supplier C,Winter,Aisle 8,Yes
2015-01-16,Diazepam,106,Benzodiazepine,32.83,-106,Supplier C,Winter,Aisle 9,Yes
2015-01-16,Ciprofloxacin,101,Antibiotic,46.89,-101,Supplier B,Winter,Aisle 9,Yes
2015-01-16,Levothyroxine,82,Thyroid Hormone,24.42,-82,Supplier B,Winter,Aisle 5,Yes
2015-01-23,Paracetamol,159,Analgesic,13.3,-159,Supplier B,Winter,Aisle 3,Yes
2015-01-23,Ibuprofen,149,NSAID,6.94,-149,Supplier D,Winter,Aisle 8,Yes
2015-01-23,Aspirin,111,NSAID,39.75,-111,Supplier D,Winter,Aisle 6,Yes
2015-01-23,Amoxicillin,159,Antibiotic,9.31,-159,Supplier B,Winter,Aisle 1,Yes
2015-01-23,Cetirizine,48,Antihistamine,18.87,-48,Supplier B,Winter,Aisle 4,Yes
2015-01-23,Loratadine,112,Antihistamine,33.12,-112,Supplier B,Winter,Aisle 4,Yes
2015-01-23,Omeprazole,38,Antacid,27.75,-38,Supplier A,Winter,Aisle 4,Yes
2015-01-23,Metformin,175,Antidiabetic,11.04,-175,Supplier D,Winter,Aisle 4,Yes
2015-01-23,Simvastatin,104,Lipid-lowering,26.75,-104,Supplier A,Winter,Aisle 8,Yes
2015-01-23,Diazepam,159,Benzodiazepine,18.64,-159,Supplier C,Winter,Aisle 1,Yes
2015-01-23,Ciprofloxacin,87,Antibiotic,13.96,-87,Supplier B,Winter,Aisle 3,Yes
2015-01-23,Levothyroxine,112,Thyroid Hormone,13.49,-112,Supplier C,Winter,Aisle 10,Yes
2015-01-30,Paracetamol,148,Analgesic,31.23,-148,Supplier C,Winter,Aisle 9,Yes
2015-01-30,Ibuprofen,43,NSAID,6.88,-43,Supplier D,Winter,Aisle 9,Yes
2015-01-30,Aspirin,150,NSAID,33.52,-150,Supplier C,Winter,Aisle 6,Yes
2015-01-30,Amoxicillin,89,Antibiotic,35.84,-89,Supplier D,Winter,Aisle 8,Yes
2015-01-30,Cetirizine,69,Antihistamine,6.64,-69,Supplier B,Winter,Aisle 7,Yes
2015-01-30,Loratadine,46,Antihistamine,36.42,-46,Supplier B,Winter,Aisle 4,Yes
2015-01-30,Omeprazole,63,Antacid,9.79,-63,Supplier D,Winter,Aisle 6,Yes
2015-01-30,Metformin,23,Antidiabetic,24.1,-23,Supplier B,Winter,Aisle 5,Yes
2015-01-30,Simvastatin,190,Lipid-lowering,23.29,-190,Supplier D,Winter,Aisle 2,Yes
2015-01-30,Diazepam,63,Benzodiazepine,25.38,-63,Supplier B,Winter,Aisle 2,Yes
2015-01-30,Ciprofloxacin,61,Antibiotic,28.69,-61,Supplier B,Winter,Aisle 10,Yes
2015-01-30,Levothyroxine,69,Thyroid Hormone,29.42,-69,Supplier D,Winter,Aisle 5,Yes
2015-02-06,Paracetamol,120,Analgesic,24.4,-120,Supplier C,Winter,Aisle 4,Yes
2015-02-06,Ibuprofen,21,NSAID,49.38,-21,Supplier D,Winter,Aisle 2,Yes
2015-02-06,Aspirin,121,NSAID,32.98,-121,Supplier A,Winter,Aisle 6,Yes
2015-02-06,Amoxicillin,129,Antibiotic,25.16,-129,Supplier C,Winter,Aisle 3,Yes
2015-02-06,Cetirizine,176,Antihistamine,43.23,-176,Supplier D,Winter,Aisle 10,Yes
2015-02-06,Loratadine,110,Antihistamine,5.87,-110,Supplier A,Winter,Aisle 2,Yes
2015-02-06,Omeprazole,81,Antacid,26.05,-81,Supplier B,Winter,Aisle 7,Yes
2015-02-06,Metformin,82,Antidiabetic,49.23,-82,Supplier B,Winter,Aisle 9,Yes
2015-02-06,Simvastatin,115,Lipid-lowering,42.29,-115,Supplier C,Winter,Aisle 1,Yes
2015-02-06,Diazepam,122,Benzodiazepine,48.18,-122,Supplier A,Winter,Aisle 8,Yes
2015-02-06,Ciprofloxacin,83,Antibiotic,25.59,-83,Supplier A,Winter,Aisle 5,Yes
2015-02-06,Levothyroxine,165,Thyroid Hormone,20.68,-165,Supplier A,Winter,Aisle 4,Yes
2015-02-13,Paracetamol,121,Analgesic,28.89,-121,Supplier A,Winter,Aisle 3,Yes
2015-02-13,Ibuprofen,29,NSAID,33.31,-29,Supplier C,Winter,Aisle 8,Yes
2015-02-13,Aspirin,143,NSAID,6.16,-143,Supplier A,Winter,Aisle 3,Yes
2015-02-13,Amoxicillin,162,Antibiotic,43.0,-162,Supplier D,Winter,Aisle 10,Yes
2015-02-13,Cetirizine,25,Antihistamine,29.96,-25,Supplier D,Winter,Aisle 3,Yes
2015-02-13,Loratadine,34,Antihistamine,32.56,-34,Supplier B,Winter,Aisle 1,Yes
2015-02-13,Omeprazole,35,Antacid,28.36,-35,Supplier A,Winter,Aisle 1,Yes
2015-02-13,Metformin,193,Antidiabetic,9.72,-193,Supplier A,Winter,Aisle 7,Yes
2015-02-13,Simvastatin,144,Lipid-lowering,44.14,-144,Supplier D,Winter,Aisle 9,Yes
2015-02-13,Diazepam,105,Benzodiazepine,33.33,-105,Supplier C,Winter,Aisle 4,Yes
2015-02-13,Ciprofloxacin,167,Antibiotic,23.88,-167,Supplier C,Winter,Aisle 8,Yes
2015-02-13,Levothyroxine,189,Thyroid Hormone,6.59,-189,Supplier C,Winter,Aisle 1,Yes
2015-02-20,Paracetamol,183,Analgesic,44.77,-183,Supplier D,Winter,Aisle 4,Yes
2015-02-20,Ibuprofen,31,NSAID,32.6,-31,Supplier D,Winter,Aisle 5,Yes
2015-02-20,Aspirin,32,NSAID,38.33,-32,Supplier B,Winter,Aisle 2,Yes
2015-02-20,Amoxicillin,193,Antibiotic,27.75,-193,Supplier D,Winter,Aisle 4,Yes
2015-02-20,Cetirizine,82,Antihistamine,46.04,-82,Supplier C,Winter,Aisle 8,Yes
2015-02-20,Loratadine,129,Antihistamine,35.69,-129,Supplier C,Winter,Aisle 10,Yes
2015-02-20,Omeprazole,198,Antacid,27.79,-198,Supplier C,Winter,Aisle 3,Yes
2015-02-20,Metformin,190,Antidiabetic,35.26,-190,Supplier A,Winter,Aisle 2,Yes
2015-02-20,Simvastatin,168,Lipid-lowering,44.8,-168,Supplier D,Winter,Aisle 10,Yes
2015-02-20,Diazepam,155,Benzodiazepine,21.81,-155,Supplier C,Winter,Aisle 1,Yes
2015-02-20,Ciprofloxacin,50,Antibiotic,31.42,-50,Supplier C,Winter,Aisle 9,Yes
2015-02-20,Levothyroxine,59,Thyroid Hormone,47.38,-59,Supplier D,Winter,Aisle 9,Yes
2015-02-27,Paracetamol,129,Analgesic,37.93,-129,Supplier D,Winter,Aisle 4,Yes
2015-02-27,Ibuprofen,132,NSAID,12.17,-132,Supplier C,Winter,Aisle 1,Yes
2015-02-27,Aspirin,191,NSAID,19.42,-191,Supplier B,Winter,Aisle 9,Yes
2015-02-27,Amoxicillin,101,Antibiotic,42.96,-101,Supplier B,Winter,Aisle 1,Yes
2015-02-27,Cetirizine,26,Antihistamine,6.68,-26,Supplier B,Winter,Aisle 4,Yes
2015-02-27,Loratadine,64,Antihistamine,37.28,-64,Supplier B,Winter,Aisle 10,Yes
2015-02-27,Omeprazole,109,Antacid,34.18,-109,Supplier D,Winter,Aisle 10,Yes
2015-02-27,Metformin,176,Antidiabetic,20.84,-176,Supplier B,Winter,Aisle 5,Yes
2015-02-27,Simvastatin,105,Lipid-lowering,16.45,-105,Supplier D,Winter,Aisle 9,Yes
2015-02-27,Diazepam,160,Benzodiazepine,42.34,-160,Supplier D,Winter,Aisle 8,Yes
2015-02-27,Ciprofloxacin,41,Antibiotic,49.95,-41,Supplier C,Winter,Aisle 8,Yes
2015-02-27,Levothyroxine,110,Thyroid Hormone,49.51,-110,Supplier C,Winter,Aisle 3,Yes
2015-03-06,Paracetamol,95,Analgesic,23.32,-95,Supplier A,Spring,Aisle 7,Yes
2015-03-06,Ibuprofen,20,NSAID,12.37,-20,Supplier A,Spring,Aisle 8,Yes
2015-03-06,Aspirin,69,NSAID,35.62,-69,Supplier A,Spring,Aisle 5,Yes
2015-03-06,Amoxicillin,42,Antibiotic,45.34,-42,Supplier D,Spring,Aisle 4,Yes
2015-03-06,Cetirizine,153,Antihistamine,11.44,-153,Supplier B,Spring,Aisle 4,Yes
2015-03-06,Loratadine,62,Antihistamine,39.59,-62,Supplier D,Spring,Aisle 6,Yes
2015-03-06,Omeprazole,192,Antacid,5.6,-192,Supplier D,Spring,Aisle 3,Yes
2015-03-06,Metformin,147,Antidiabetic,42.54,-147,Supplier C,Spring,Aisle 1,Yes
2015-03-06,Simvastatin,21,Lipid-lowering,27.19,-21,Supplier D,Spring,Aisle 3,Yes
2015-03-06,Diazepam,179,Benzodiazepine,38.9,-179,Supplier D,Spring,Aisle 8,Yes
2015-03-06,Ciprofloxacin,98,Antibiotic,5.36,-98,Supplier C,Spring,Aisle 1,Yes
2015-03-06,Levothyroxine,52,Thyroid Hormone,31.77,-52,Supplier B,Spring,Aisle 9,Yes
2015-03-13,Paracetamol,154,Analgesic,22.95,-154,Supplier A,Spring,Aisle 7,Yes
2015-03-13,Ibuprofen,166,NSAID,10.33,-166,Supplier A,Spring,Aisle 6,Yes
2015-03-13,Aspirin,177,NSAID,34.63,-177,Supplier D,Spring,Aisle 7,Yes
2015-03-13,Amoxicillin,35,Antibiotic,41.42,-35,Supplier B,Spring,Aisle 3,Yes
2015-03-13,Cetirizine,28,Antihistamine,20.07,-28,Supplier A,Spring,Aisle 5,Yes
2015-03-13,Loratadine,67,Antihistamine,49.45,-67,Supplier D,Spring,Aisle 6,Yes
2015-03-13,Omeprazole,74,Antacid,38.79,-74,Supplier C,Spring,Aisle 3,Yes
2015-03-13,Metformin,154,Antidiabetic,37.89,-154,Supplier A,Spring,Aisle 9,Yes
2015-03-13,Simvastatin,53,Lipid-lowering,5.68,-53,Supplier C,Spring,Aisle 10,Yes
2015-03-13,Diazepam,63,Benzodiazepine,10.68,-63,Supplier C,Spring,Aisle 6,Yes
2015-03-13,Ciprofloxacin,50,Antibiotic,7.67,-50,Supplier C,Spring,Aisle 5,Yes
2015-03-13,Levothyroxine,172,Thyroid Hormone,16.76,-172,Supplier D,Spring,Aisle 10,Yes
2015-03-20,Paracetamol,48,Analgesic,8.17,-48,Supplier A,Spring,Aisle 6,Yes
2015-03-20,Ibuprofen,197,NSAID,31.51,-197,Supplier B,Spring,Aisle 4,Yes
2015-03-20,Aspirin,175,NSAID,46.23,-175,Supplier D,Spring,Aisle 4,Yes
2015-03-20,Amoxicillin,57,Antibiotic,19.57,-57,Supplier D,Spring,Aisle 5,Yes
2015-03-20,Cetirizine,133,Antihistamine,34.04,-133,Supplier B,Spring,Aisle 9,Yes
2015-03-20,Loratadine,107,Antihistamine,7.72,-107,Supplier D,Spring,Aisle 9,Yes
2015-03-20,Omeprazole,149,Antacid,18.28,-149,Supplier B,Spring,Aisle 2,Yes
2015-03-20,Metformin,163,Antidiabetic,29.85,-163,Supplier D,Spring,Aisle 3,Yes
2015-03-20,Simvastatin,160,Lipid-lowering,24.01,-160,Supplier A,Spring,Aisle 7,Yes
2015-03-20,Diazepam,102,Benzodiazepine,9.37,-102,Supplier C,Spring,Aisle 4,Yes
2015-03-20,Ciprofloxacin,83,Antibiotic,15.98,-83,Supplier C,Spring,Aisle 8,Yes
2015-03-20,Levothyroxine,49,Thyroid Hormone,9.01,-49,Supplier D,Spring,Aisle 1,Yes
2015-03-27,Paracetamol,92,Analgesic,10.59,-92,Supplier D,Spring,Aisle 10,Yes
2015-03-27,Ibuprofen,97,NSAID,20.67,-97,Supplier C,Spring,Aisle 9,Yes
2015-03-27,Aspirin,73,NSAID,14.65,-73,Supplier B,Spring,Aisle 10,Yes
2015-03-27,Amoxicillin,180,Antibiotic,48.1,-180,Supplier D,Spring,Aisle 7,Yes
2015-03-27,Cetirizine,128,Antihistamine,11.15,-128,Supplier D,Spring,Aisle 7,Yes
2015-03-27,Loratadine,158,Antihistamine,33.44,-158,Supplier C,Spring,Aisle 9,Yes
2015-03-27,Omeprazole,85,Antacid,13.41,-85,Supplier A,Spring,Aisle 2,Yes
2015-03-27,Metformin,149,Antidiabetic,42.39,-149,Supplier A,Spring,Aisle 6,Yes
2015-03-27,Simvastatin,186,Lipid-lowering,36.49,-186,Supplier C,Spring,Aisle 3,Yes
2015-03-27,Diazepam,70,Benzodiazepine,25.18,-70,Supplier D,Spring,Aisle 3,Yes
2015-03-27,Ciprofloxacin,121,Antibiotic,26.86,-121,Supplier A,Spring,Aisle 6,Yes
2015-03-27,Levothyroxine,81,Thyroid Hormone,47.96,-81,Supplier A,Spring,Aisle 4,Yes
2015-04-03,Paracetamol,166,Analgesic,47.8,-166,Supplier D,Spring,Aisle 9,Yes
2015-04-03,Ibuprofen,124,NSAID,43.9,-124,Supplier B,Spring,Aisle 2,Yes
2015-04-03,Aspirin,156,NSAID,25.14,-156,Supplier C,Spring,Aisle 1,Yes
2015-04-03,Amoxicillin,22,Antibiotic,30.33,-22,Supplier B,Spring,Aisle 6,Yes
2015-04-03,Cetirizine,104,Antihistamine,8.93,-104,Supplier B,Spring,Aisle 7,Yes
2015-04-03,Loratadine,119,Antihistamine,44.52,-119,Supplier B,Spring,Aisle 10,Yes
2015-04-03,Omeprazole,28,Antacid,32.11,-28,Supplier B,Spring,Aisle 4,Yes
2015-04-03,Metformin,147,Antidiabetic,5.96,-147,Supplier D,Spring,Aisle 3,Yes
2015-04-03,Simvastatin,51,Lipid-lowering,35.57,-51,Supplier A,Spring,Aisle 9,Yes
2015-04-03,Diazepam,164,Benzodiazepine,39.02,-164,Supplier D,Spring,Aisle 10,Yes
2015-04-03,Ciprofloxacin,155,Antibiotic,33.02,-155,Supplier D,Spring,Aisle 10,Yes
2015-04-03,Levothyroxine,64,Thyroid Hormone,13.82,-64,Supplier D,Spring,Aisle 6,Yes
2015-04-10,Paracetamol,171,Analgesic,28.68,-171,Supplier B,Spring,Aisle 1,Yes
2015-04-10,Ibuprofen,173,NSAID,36.61,-173,Supplier B,Spring,Aisle 5,Yes
2015-04-10,Aspirin,43,NSAID,37.41,-43,Supplier C,Spring,Aisle 1,Yes
2015-04-10,Amoxicillin,184,Antibiotic,24.56,-184,Supplier A,Spring,Aisle 2,Yes
2015-04-10,Cetirizine,69,Antihistamine,37.54,-69,Supplier C,Spring,Aisle 2,Yes
2015-04-10,Loratadine,180,Antihistamine,29.0,-180,Supplier C,Spring,Aisle 2,Yes
2015-04-10,Omeprazole,168,Antacid,44.19,-168,Supplier A,Spring,Aisle 7,Yes
2015-04-10,Metformin,178,Antidiabetic,20.42,-178,Supplier B,Spring,Aisle 7,Yes
2015-04-10,Simvastatin,99,Lipid-lowering,11.42,-99,Supplier A,Spring,Aisle 10,Yes
2015-04-10,Diazepam,71,Benzodiazepine,40.6,-71,Supplier D,Spring,Aisle 8,Yes
2015-04-10,Ciprofloxacin,113,Antibiotic,33.42,-113,Supplier A,Spring,Aisle 7,Yes
2015-04-10,Levothyroxine,135,Thyroid Hormone,18.3,-135,Supplier A,Spring,Aisle 7,Yes
2015-04-17,Paracetamol,95,Analgesic,21.93,-95,Supplier C,Spring,Aisle 5,Yes
2015-04-17,Ibuprofen,85,NSAID,16.3,-85,Supplier C,Spring,Aisle 2,Yes
2015-04-17,Aspirin,105,NSAID,36.45,-105,Supplier A,Spring,Aisle 3,Yes
2015-04-17,Amoxicillin,109,Antibiotic,35.33,-109,Supplier C,Spring,Aisle 10,Yes
2015-04-17,Cetirizine,192,Antihistamine,23.31,-192,Supplier C,Spring,Aisle 6,Yes
2015-04-17,Loratadine,131,Antihistamine,34.68,-131,Supplier D,Spring,Aisle 6,Yes
2015-04-17,Omeprazole,104,Antacid,28.69,-104,Supplier B,Spring,Aisle 4,Yes
2015-04-17,Metformin,40,Antidiabetic,37.93,-40,Supplier B,Spring,Aisle 6,Yes
2015-04-17,Simvastatin,184,Lipid-lowering,5.59,-184,Supplier B,Spring,Aisle 5,Yes
2015-04-17,Diazepam,145,Benzodiazepine,46.08,-145,Supplier D,Spring,Aisle 1,Yes
2015-04-17,Ciprofloxacin,61,Antibiotic,21.26,-61,Supplier B,Spring,Aisle 8,Yes
2015-04-17,Levothyroxine,90,Thyroid Hormone,15.67,-90,Supplier D,Spring,Aisle 6,Yes
2015-04-24,Paracetamol,96,Analgesic,46.66,-96,Supplier B,Spring,Aisle 6,Yes
2015-04-24,Ibuprofen,26,NSAID,27.92,-26,Supplier A,Spring,Aisle 5,Yes
2015-04-24,Aspirin,139,NSAID,25.13,-139,Supplier A,Spring,Aisle 9,Yes
2015-04-24,Amoxicillin,64,Antibiotic,47.82,-64,Supplier C,Spring,Aisle 2,Yes
2015-04-24,Cetirizine,44,Antihistamine,40.68,-44,Supplier B,Spring,Aisle 10,Yes
2015-04-24,Loratadine,131,Antihistamine,45.51,-131,Supplier A,Spring,Aisle 3,Yes
2015-04-24,Omeprazole,36,Antacid,49.32,-36,Supplier B,Spring,Aisle 8,Yes
2015-04-24,Metformin,176,Antidiabetic,27.93,-176,Supplier D,Spring,Aisle 2,Yes
2015-04-24,Simvastatin,114,Lipid-lowering,8.4,-114,Supplier C,Spring,Aisle 2,Yes
2015-04-24,Diazepam,81,Benzodiazepine,28.06,-81,Supplier A,Spring,Aisle 8,Yes
2015-04-24,Ciprofloxacin,148,Antibiotic,25.71,-148,Supplier C,Spring,Aisle 10,Yes
2015-04-24,Levothyroxine,79,Thyroid Hormone,38.68,-79,Supplier C,Spring,Aisle 2,Yes
2015-05-01,Paracetamol,162,Analgesic,17.15,-162,Supplier D,Spring,Aisle 1,Yes
2015-05-01,Ibuprofen,20,NSAID,32.25,-20,Supplier A,Spring,Aisle 7,Yes
2015-05-01,Aspirin,60,NSAID,34.93,-60,Supplier D,Spring,Aisle 7,Yes
2015-05-01,Amoxicillin,96,Antibiotic,9.28,-96,Supplier B,Spring,Aisle 5,Yes
2015-05-01,Cetirizine,93,Antihistamine,12.77,-93,Supplier C,Spring,Aisle 6,Yes
2015-05-01,Loratadine,87,Antihistamine,15.3,-87,Supplier B,Spring,Aisle 2,Yes
2015-05-01,Omeprazole,139,Antacid,37.48,-139,Supplier B,Spring,Aisle 10,Yes
2015-05-01,Metformin,81,Antidiabetic,19.11,-81,Supplier B,Spring,Aisle 4,Yes
2015-05-01,Simvastatin,142,Lipid-lowering,23.42,-142,Supplier A,Spring,Aisle 4,Yes
2015-05-01,Diazepam,81,Benzodiazepine,30.35,-81,Supplier D,Spring,Aisle 2,Yes
2015-05-01,Ciprofloxacin,87,Antibiotic,19.71,-87,Supplier A,Spring,Aisle 3,Yes
2015-05-01,Levothyroxine,177,Thyroid Hormone,28.0,-177,Supplier D,Spring,Aisle 7,Yes
2015-05-08,Paracetamol,33,Analgesic,5.98,-33,Supplier D,Spring,Aisle 5,Yes
2015-05-08,Ibuprofen,159,NSAID,44.24,-159,Supplier D,Spring,Aisle 8,Yes
2015-05-08,Aspirin,163,NSAID,30.15,-163,Supplier C,Spring,Aisle 10,Yes
2015-05-08,Amoxicillin,89,Antibiotic,16.83,-89,Supplier B,Spring,Aisle 9,Yes
2015-05-08,Cetirizine,83,Antihistamine,6.25,-83,Supplier D,Spring,Aisle 9,Yes
2015-05-08,Loratadine,51,Antihistamine,20.76,-51,Supplier C,Spring,Aisle 9,Yes
2015-05-08,Omeprazole,177,Antacid,14.9,-177,Supplier A,Spring,Aisle 3,Yes
2015-05-08,Metformin,187,Antidiabetic,24.15,-187,Supplier D,Spring,Aisle 4,Yes
